Title,Link,Time
外国人体格检查表,https://oic.ustc.edu.cn/download/%e5%a4%96%e5%9b%bd%e4%ba%ba%e4%bd%93%e6%a0%bc%e6%a3%80%e6%9f%a5%e8%a1%a8/,2020-09-17
监护人保证书,https://oic.ustc.edu.cn/download/%e7%9b%91%e6%8a%a4%e4%ba%ba%e4%bf%9d%e8%af%81%e4%b9%a6/,2020-09-17
申请1次F签,https://oic.ustc.edu.cn/download/%e7%94%b3%e8%af%b71%e6%ac%a1f%e7%ad%be/,2020-09-17
学生公派出国交流责任书,https://oic.ustc.edu.cn/download/%e5%ad%a6%e7%94%9f%e5%85%ac%e6%b4%be%e5%87%ba%e5%9b%bd%e4%ba%a4%e6%b5%81%e8%b4%a3%e4%bb%bb%e4%b9%a6/,2020-09-17
境外专家学者个人收入发放表,https://oic.ustc.edu.cn/download/%e5%a2%83%e5%a4%96%e4%b8%93%e5%ae%b6%e5%ad%a6%e8%80%85%e4%b8%aa%e4%ba%ba%e6%94%b6%e5%85%a5%e5%8f%91%e6%94%be%e8%a1%a8/,2020-09-17
关于取消-更改出访交流时间的说明,https://oic.ustc.edu.cn/download/%e5%85%b3%e4%ba%8e%e5%8f%96%e6%b6%88-%e6%9b%b4%e6%94%b9%e5%87%ba%e8%ae%bf%e4%ba%a4%e6%b5%81%e6%97%b6%e9%97%b4%e7%9a%84%e8%af%b4%e6%98%8e/,2020-09-17
本科生参加境外学术交流审批表,https://oic.ustc.edu.cn/download/%e6%9c%ac%e7%a7%91%e7%94%9f%e5%8f%82%e5%8a%a0%e5%a2%83%e5%a4%96%e5%ad%a6%e6%9c%af%e4%ba%a4%e6%b5%81%e5%ae%a1%e6%89%b9%e8%a1%a8/,2020-09-17
保证书模板,https://oic.ustc.edu.cn/download/%e4%bf%9d%e8%af%81%e4%b9%a6%e6%a8%a1%e6%9d%bf/,2020-09-17
研究生参加境外学术交流审批表,https://oic.ustc.edu.cn/download/%e7%a0%94%e7%a9%b6%e7%94%9f%e5%8f%82%e5%8a%a0%e5%a2%83%e5%a4%96%e5%ad%a6%e6%9c%af%e4%ba%a4%e6%b5%81%e5%ae%a1%e6%89%b9%e8%a1%a8/,2020-09-04
研究生参加境外学术交流审批表,https://oic.ustc.edu.cn/download/%e7%a0%94%e7%a9%b6%e7%94%9f%e5%8f%82%e5%8a%a0%e5%a2%83%e5%a4%96%e5%ad%a6%e6%9c%af%e4%ba%a4%e6%b5%81%e5%ae%a1%e6%89%b9%e8%a1%a8/,2020-09-04
中国科学技术大学学生出国流程示意图,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%ad%a6%e7%94%9f%e5%87%ba%e5%9b%bd%e6%b5%81%e7%a8%8b%e7%a4%ba%e6%84%8f%e5%9b%be/,2020-09-04
Overview of USTC 2018 Final,https://oic.ustc.edu.cn/download/overview-of-ustc-2018-final/,2020-09-04
顺访填写模板,https://oic.ustc.edu.cn/download/%e9%a1%ba%e8%ae%bf%e5%a1%ab%e5%86%99%e6%a8%a1%e6%9d%bf/,2020-09-04
台胞来访填写模板,https://oic.ustc.edu.cn/download/%e5%8f%b0%e8%83%9e%e6%9d%a5%e8%ae%bf%e5%a1%ab%e5%86%99%e6%a8%a1%e6%9d%bf/,2020-09-04
《被授权单位邀请函》的来访邀请模板,https://oic.ustc.edu.cn/download/%e3%80%8a%e8%a2%ab%e6%8e%88%e6%9d%83%e5%8d%95%e4%bd%8d%e9%82%80%e8%af%b7%e5%87%bd%e3%80%8b%e7%9a%84%e6%9d%a5%e8%ae%bf%e9%82%80%e8%af%b7%e6%a8%a1%e6%9d%bf/,2020-09-04
中国科大国际合作与交流部招聘工作人员报名登记表,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%a4%a7%e5%9b%bd%e9%99%85%e5%90%88%e4%bd%9c%e4%b8%8e%e4%ba%a4%e6%b5%81%e9%83%a8%e6%8b%9b%e8%81%98%e5%b7%a5%e4%bd%9c%e4%ba%ba%e5%91%98%e6%8a%a5%e5%90%8d%e7%99%bb%e8%ae%b0/,2020-09-04
财政部教育部关于调整国家公派留学人员奖学金资助标准的通知,https://oic.ustc.edu.cn/download/%e8%b4%a2%e6%94%bf%e9%83%a8%e6%95%99%e8%82%b2%e9%83%a8%e5%85%b3%e4%ba%8e%e8%b0%83%e6%95%b4%e5%9b%bd%e5%ae%b6%e5%85%ac%e6%b4%be%e7%95%99%e5%ad%a6%e4%ba%ba%e5%91%98%e5%a5%96%e5%ad%a6%e9%87%91%e8%b5%84/,2020-09-04
中国科学技术大学大师论坛申请表,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%a4%a7%e5%b8%88%e8%ae%ba%e5%9d%9b%e7%94%b3%e8%af%b7%e8%a1%a8/,2020-09-04
境外专家来访超过30天需要提供的材料,https://oic.ustc.edu.cn/download/%e5%a2%83%e5%a4%96%e4%b8%93%e5%ae%b6%e6%9d%a5%e8%ae%bf%e8%b6%85%e8%bf%8730%e5%a4%a9%e9%9c%80%e8%a6%81%e6%8f%90%e4%be%9b%e7%9a%84%e6%9d%90%e6%96%99/,2020-09-03
关于在华举办国际会议有关事项的通知,https://oic.ustc.edu.cn/download/%e5%85%b3%e4%ba%8e%e5%9c%a8%e5%8d%8e%e4%b8%be%e5%8a%9e%e5%9b%bd%e9%99%85%e4%bc%9a%e8%ae%ae%e6%9c%89%e5%85%b3%e4%ba%8b%e9%a1%b9%e7%9a%84%e9%80%9a%e7%9f%a5/,2020-09-03
关于在华举办国际会议的函参考样,https://oic.ustc.edu.cn/download/%e5%85%b3%e4%ba%8e%e5%9c%a8%e5%8d%8e%e4%b8%be%e5%8a%9e%e5%9b%bd%e9%99%85%e4%bc%9a%e8%ae%ae%e7%9a%84%e5%87%bd%e5%8f%82%e8%80%83%e6%a0%b7/,2020-09-03
关于在华举办国际会议的总结报送要求,https://oic.ustc.edu.cn/download/%e5%85%b3%e4%ba%8e%e5%9c%a8%e5%8d%8e%e4%b8%be%e5%8a%9e%e5%9b%bd%e9%99%85%e4%bc%9a%e8%ae%ae%e7%9a%84%e6%80%bb%e7%bb%93%e6%8a%a5%e9%80%81%e8%a6%81%e6%b1%82/,2020-09-03
中国科学技术大学国际/港澳台事务协议签署审核工作传单,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%9b%bd%e9%99%85-%e6%b8%af%e6%be%b3%e5%8f%b0%e4%ba%8b%e5%8a%a1%e5%8d%8f%e8%ae%ae%e7%ad%be%e7%bd%b2%e5%ae%a1%e6%a0%b8%e5%b7%a5/,2020-09-03
高层次中长期境外专家公寓分配介绍信,https://oic.ustc.edu.cn/download/%e9%ab%98%e5%b1%82%e6%ac%a1%e4%b8%ad%e9%95%bf%e6%9c%9f%e5%a2%83%e5%a4%96%e4%b8%93%e5%ae%b6%e5%85%ac%e5%af%93%e5%88%86%e9%85%8d%e4%bb%8b%e7%bb%8d%e4%bf%a1/,2020-09-03
来校访问学者医疗保险承诺书,https://oic.ustc.edu.cn/download/%e6%9d%a5%e6%a0%a1%e8%ae%bf%e9%97%ae%e5%ad%a6%e8%80%85%e5%8c%bb%e7%96%97%e4%bf%9d%e9%99%a9%e6%89%bf%e8%af%ba%e4%b9%a6/,2020-09-03
与外专签订合同模板（英文版）,https://oic.ustc.edu.cn/download/%e4%b8%8e%e5%a4%96%e4%b8%93%e7%ad%be%e8%ae%a2%e5%90%88%e5%90%8c%e6%a8%a1%e6%9d%bf%ef%bc%88%e8%8b%b1%e6%96%87%e7%89%88%ef%bc%89/,2020-09-03
中国科学技术大学外事来访呈批表模板,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%a4%96%e4%ba%8b%e6%9d%a5%e8%ae%bf%e5%91%88%e6%89%b9%e8%a1%a8%e6%a8%a1%e6%9d%bf/,2020-09-03
USTC International Visit Registration Form,https://oic.ustc.edu.cn/download/ustc-international-visit-registration-form/,2020-09-03
外事文化宣传品申领流程及标准,https://oic.ustc.edu.cn/download/%e5%a4%96%e4%ba%8b%e6%96%87%e5%8c%96%e5%ae%a3%e4%bc%a0%e5%93%81%e7%94%b3%e9%a2%86%e6%b5%81%e7%a8%8b%e5%8f%8a%e6%a0%87%e5%87%86/,2020-09-03
新闻报道申报及审核流程,https://oic.ustc.edu.cn/download/%e6%96%b0%e9%97%bb%e6%8a%a5%e9%81%93%e7%94%b3%e6%8a%a5%e5%8f%8a%e5%ae%a1%e6%a0%b8%e6%b5%81%e7%a8%8b/,2020-09-03
新闻报道申报及审核流程,https://oic.ustc.edu.cn/download/%e6%96%b0%e9%97%bb%e6%8a%a5%e9%81%93%e7%94%b3%e6%8a%a5%e5%8f%8a%e5%ae%a1%e6%a0%b8%e6%b5%81%e7%a8%8b/,2020-09-03
中国科学技术大学因公出访事后公示表,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%9b%a0%e5%85%ac%e5%87%ba%e8%ae%bf%e4%ba%8b%e5%90%8e%e5%85%ac%e7%a4%ba%e8%a1%a8/,2020-09-03
中国科学技术大学因公出访事前公示表,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%9b%a0%e5%85%ac%e5%87%ba%e8%ae%bf%e4%ba%8b%e5%89%8d%e5%85%ac%e7%a4%ba%e8%a1%a8/,2020-09-03
因公临时出国人员备案表,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e4%b8%b4%e6%97%b6%e5%87%ba%e5%9b%bd%e4%ba%ba%e5%91%98%e5%a4%87%e6%a1%88%e8%a1%a8/,2020-09-03
因公临时出国人员备案表,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e4%b8%b4%e6%97%b6%e5%87%ba%e5%9b%bd%e4%ba%ba%e5%91%98%e5%a4%87%e6%a1%88%e8%a1%a8/,2020-09-03
因公护照个人资料登记卡,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e6%8a%a4%e7%85%a7%e4%b8%aa%e4%ba%ba%e8%b5%84%e6%96%99%e7%99%bb%e8%ae%b0%e5%8d%a1/,2020-09-03
因公护照个人资料登记卡,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e6%8a%a4%e7%85%a7%e4%b8%aa%e4%ba%ba%e8%b5%84%e6%96%99%e7%99%bb%e8%ae%b0%e5%8d%a1/,2020-09-03
申请因公护照事项表,https://oic.ustc.edu.cn/download/%e7%94%b3%e8%af%b7%e5%9b%a0%e5%85%ac%e6%8a%a4%e7%85%a7%e4%ba%8b%e9%a1%b9%e8%a1%a8/,2020-09-03
申请因公护照事项表,https://oic.ustc.edu.cn/download/%e7%94%b3%e8%af%b7%e5%9b%a0%e5%85%ac%e6%8a%a4%e7%85%a7%e4%ba%8b%e9%a1%b9%e8%a1%a8/,2020-09-03
申请因公出国签证事项表,https://oic.ustc.edu.cn/download/%e7%94%b3%e8%af%b7%e5%9b%a0%e5%85%ac%e5%87%ba%e5%9b%bd%e7%ad%be%e8%af%81%e4%ba%8b%e9%a1%b9%e8%a1%a8/,2020-09-03
申请因公出国签证事项表,https://oic.ustc.edu.cn/download/%e7%94%b3%e8%af%b7%e5%9b%a0%e5%85%ac%e5%87%ba%e5%9b%bd%e7%ad%be%e8%af%81%e4%ba%8b%e9%a1%b9%e8%a1%a8/,2020-09-03
因公临时赴台人员备案表,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e4%b8%b4%e6%97%b6%e8%b5%b4%e5%8f%b0%e4%ba%ba%e5%91%98%e5%a4%87%e6%a1%88%e8%a1%a8/,2020-09-03
因公临时赴台人员备案表,https://oic.ustc.edu.cn/download/%e5%9b%a0%e5%85%ac%e4%b8%b4%e6%97%b6%e8%b5%b4%e5%8f%b0%e4%ba%ba%e5%91%98%e5%a4%87%e6%a1%88%e8%a1%a8/,2020-09-03
ARP国际合作系统申报说明,https://oic.ustc.edu.cn/download/arp%e5%9b%bd%e9%99%85%e5%90%88%e4%bd%9c%e7%b3%bb%e7%bb%9f%e7%94%b3%e6%8a%a5%e8%af%b4%e6%98%8e/,2020-09-03
中国科学技术大学学生出国（境）管理实施细则,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%ad%a6%e7%94%9f%e5%87%ba%e5%9b%bd%ef%bc%88%e5%a2%83%ef%bc%89%e7%ae%a1%e7%90%86%e5%ae%9e%e6%96%bd%e7%bb%86%e5%88%99/,2020-09-03
中国科学技术大学外事出访呈批表模板,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%ad%a6%e6%8a%80%e6%9c%af%e5%a4%a7%e5%ad%a6%e5%a4%96%e4%ba%8b%e5%87%ba%e8%ae%bf%e5%91%88%e6%89%b9%e8%a1%a8%e6%a8%a1%e6%9d%bf/,2020-09-03
中国科大国际学院招聘工作人员报名登记表,https://oic.ustc.edu.cn/download/%e4%b8%ad%e5%9b%bd%e7%a7%91%e5%a4%a7%e5%9b%bd%e9%99%85%e5%ad%a6%e9%99%a2%e6%8b%9b%e8%81%98%e5%b7%a5%e4%bd%9c%e4%ba%ba%e5%91%98%e6%8a%a5%e5%90%8d%e7%99%bb%e8%ae%b0%e8%a1%a8/,2020-09-03
乘坐非国内航空公司航班和改变中转地审批表,https://oic.ustc.edu.cn/download/%e4%b9%98%e5%9d%90%e9%9d%9e%e5%9b%bd%e5%86%85%e8%88%aa%e7%a9%ba%e5%85%ac%e5%8f%b8%e8%88%aa%e7%8f%ad%e5%92%8c%e6%94%b9%e5%8f%98%e4%b8%ad%e8%bd%ac%e5%9c%b0%e5%ae%a1%e6%89%b9%e8%a1%a8/,2020-08-17
中国科学技术大学软件学院,https://sse.ustc.edu.cn/2005/0511/c19906a417051/page.htm,2005-05-11
关于2003级全校性专业选择工作的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417058/page.htm,2004-04-28
关于开展2003级本科生全校专业选择工作,https://sse.ustc.edu.cn/2020/0326/c19906a417059/page.htm,2004-03-18
关于2003级学生全校性专业选择实施细节,https://sse.ustc.edu.cn/2020/0326/c19906a417060/page.htm,2004-02-24
关于2001中期分流的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417062/page.htm,2003-05-07
2002级全校性专业选择有关信息的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417061/page.htm,2003-03-31
关于增招软件工程硕士生的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417055/page.htm,2002-03-07
关于软件工程领域工程硕士有关事宜的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417054/page.htm,2002-02-05
高等学校试办示范性软件学院的通知,https://sse.ustc.edu.cn/2020/0326/c19906a417056/page.htm,2001-12-03
关于进一步完善软件产业和集成电路产业复函,https://sse.ustc.edu.cn/2020/0326/c19906a417052/page.htm,2001-09-20
教 育 部 文 件,https://sse.ustc.edu.cn/2020/0326/c19906a417057/page.htm,2001-07-25
关于印发鼓励软件产业和集成电路产业通知,https://sse.ustc.edu.cn/2020/0326/c19906a417053/page.htm,2000-06-24
企业导师信息表.doc [2012-07-05],https://sse.ustc.edu.cn/_upload/article/files/89/1c/0de2f2c74cbca5b50aa538655129/e42a2aa4-9479-4f6e-a96e-0a959c87eb96.doc,2020-03-25
附件_CET46级报名表(合肥).xls [2011-03-22],https://sse.ustc.edu.cn/_upload/article/files/ef/15/d9a865a5476fb4d44ee30b44f626/85de1d4f-5343-4617-a042-d8ac6632d526.xls,2020-03-25
学位申请书空表 [2008-12-26],https://sse.ustc.edu.cn/_upload/article/files/dd/b4/7109c43448d79d47a2212831ffc9/ffebfad3-6f6a-45c0-8ad4-fb5076d68e19.doc,2020-03-25
答辩意见草稿模板 [2008-12-26],https://sse.ustc.edu.cn/_upload/article/files/c1/7f/531388354c76a2c51e916341b3fa/15c2bca1-3cf3-4c30-8fa8-ed1cea1f281b.doc,2020-03-25
中国科学技术大学学位论文相关声明.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/9b/ac/6498f54243aba785858a6297ef91/96458186-0b02-4cbd-888b-e9f853a82032.doc,2020-03-25
工程硕士中期考核表.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/ea/da/0f8dc3f649089f1c6fd2288fbad0/7ab41ce5-f0c7-484b-8735-e1f5714d3d4d.doc,2020-03-25
工程硕士开题报告.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/df/e5/76bfbeee44acba544383b4100a9d/45de9ef3-efe6-4c48-ab8f-b7d39bde561e.doc,2020-03-25
工程硕士培养计划.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/77/e7/07fc530b402695c336a567809646/5d37db7f-e0a9-467d-a087-0d5bcd7659f7.doc,2020-03-25
工程硕士申请学位申请者审核材料清单.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/43/e5/fcd9374344e38a6a4f31d858b789/f08f04e9-3aa0-4639-a0e4-b863f1ced1f5.doc,2020-03-25
毕业论文选题和指导教师一览表.xls [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/a8/8f/593c163f4a9391a19445b9fce078/8227d833-70db-4872-97ed-3f3ddca9f2ed.xls,2020-03-25
工程硕士企业指导教师简况表.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/8f/a2/7dede3f644cd8b7db7aa45c3f20b/47515660-b3b9-4a20-86b3-f774e0549bd5.doc,2020-03-25
研究生毕业实习鉴定表.doc [2008-03-31],https://sse.ustc.edu.cn/_upload/article/files/63/54/ec0bc5be47389593b80a6566bbfd/284b4cca-2b97-4bdd-95ab-97de0b4c8107.doc,2020-03-25
中国科学技术大学研究生论文撰写规范 [2008-12-26],https://sse.ustc.edu.cn/_upload/article/files/ee/75/65c84e85482a990434f9cf37595c/462f317f-6260-4d0f-8838-e97b46180812.doc,2020-03-25
软件学院毕业实习过程管理办法 [2008-04-01],https://sse.ustc.edu.cn/_upload/article/files/96/0e/968f4968436bb2d85a233b828186/da8d2493-c385-4ce0-8013-00ac2c12ccde.pdf,2020-03-25
关于2019年计划录取考生培养地与专业方向的通知.docx [2019-05-1...,https://sse.ustc.edu.cn/_upload/article/files/58/08/79f5c3c44c55806476cf2fa3f7fc/6b2eea42-4647-4ff1-88f7-3c5de6aece05.docx,2020-03-25
调剂复试名单公示.docx [2019-03-22],https://sse.ustc.edu.cn/_upload/article/files/4c/56/e188a63e46c19d38111207b1f8c7/4549e816-7e52-407c-861b-c4377a862d40.docx,2020-03-25
第一志愿复试名单公示.xls [2019-03-07],https://sse.ustc.edu.cn/_upload/article/files/aa/c6/af4ecf4c45f2b62ce1aa65bbedd1/00e28f77-a30d-4174-b0a9-0a93f07b023e.xls,2020-03-25
2018级计划录取学生专业方向.xls [2018-05-02],https://sse.ustc.edu.cn/_upload/article/files/6d/71/c17b31aa4ba7b310001bfa8e8200/87f75d1c-1134-493b-9ba9-bd45e51bb924.xls,2020-03-25
2016硕士研究生入学须知（软件学院・苏州） [2016-06-27],https://sse.ustc.edu.cn/_upload/article/files/03/d2/9373af124d89b4f508df72cbdd7f/6a7156ff-1316-4e14-8bd4-28e282a84cf1.doc,2020-03-25
2016硕士研究生入学须知（软件学院・合肥） [2016-06-27],https://sse.ustc.edu.cn/_upload/article/files/64/e9/037bf44b4442924d5930b7f324f4/16761181-156d-4c1b-b588-08f5a25315d7.doc,2020-03-25
2015暑期补课通知.doc [2015-06-25],https://sse.ustc.edu.cn/_upload/article/files/bd/aa/e205f8e2459da95ce33de31ee584/4470de75-cb2f-4320-900a-a4c4bab90e63.doc,2020-03-25
15进修生缴费须知.doc [2015-06-25],https://sse.ustc.edu.cn/_upload/article/files/49/39/d17c65ff41908eba4033c12a8877/ae5fc787-df14-44b8-9601-7aa2cce64e74.doc,2020-03-25
15进修生报到须知.doc [2015-06-25],https://sse.ustc.edu.cn/_upload/article/files/92/bf/911723fd4fe4b028d8c4ef07ee9b/d7347e13-8f1f-45f8-9ac5-fb92eef6ab67.doc,2020-03-25
附件：2015年在职人员攻读硕士专业学位报名登记表（样表）.doc [...,https://sse.ustc.edu.cn/_upload/article/files/28/4c/5d0291e54a839dc25fe15b162433/85920560-f8a9-4eda-ad81-d4beec04a54e.doc,2020-03-25
2015双证入学须知-苏州.doc [2015-06-05],https://sse.ustc.edu.cn/_upload/article/files/2d/08/73dda4214209bf709d33f584bc6c/4cf9aea4-b90b-45b6-ac67-3bb905c614b4.doc,2020-03-25
2015双证入学须知-合肥.doc [2015-06-05],https://sse.ustc.edu.cn/_upload/article/files/c5/66/620c2b66412db48be7c86ed82589/72344c34-2803-40ed-a559-770859f3b785.doc,2020-03-25
附件4.doc [2014-06-11],https://sse.ustc.edu.cn/_upload/article/files/74/eb/2456634e47ad9a71edc11a17e5fa/68802f4b-6654-4bdb-8935-3e57b26b4607.doc,2020-03-25
附件3.doc [2014-06-11],https://sse.ustc.edu.cn/_upload/article/files/38/57/45199b6c4e7aae56c551af1ec11f/b0376e34-b2a5-4aad-ab50-b352d0c08601.doc,2020-03-25
附件2.doc [2014-06-11],https://sse.ustc.edu.cn/_upload/article/files/ab/9f/48860aac4820ad61a7fb69fc7d0f/73e43336-4004-4396-9c8b-fd3b3dbd0247.doc,2020-03-25
附件1.doc [2014-06-11],https://sse.ustc.edu.cn/_upload/article/files/d4/54/e39c6c3e4432a436c68a3adf109e/f20efb17-279b-47d6-b897-5ecab84491e4.doc,2020-03-25
2013级研究生新生报到须知（苏州单证）.doc [2013-06-28],https://sse.ustc.edu.cn/_upload/article/files/1d/ce/a94d26594d3eab417090b11b3876/6d4efc04-e1b4-414e-b49b-b82163d8af96.doc,2020-03-25
中国科技大学研究生（硕、博）报到入户须知（苏州双证）.doc [20...,https://sse.ustc.edu.cn/_upload/article/files/82/30/53af981b4aafadc463164f58b57d/647c0507-d546-43d5-b172-e0b989192f41.doc,2020-03-25
中国科技大学研究生（硕、博）报到入户须知（合肥双证）.doc [20...,https://sse.ustc.edu.cn/_upload/article/files/0e/6e/477f5d95485eb2b543b61c799c00/f57aa4f2-5e57-4ad1-b833-a05e71580f3c.doc,2020-03-25
2013硕士研究生新生报到须知（苏州双证）.doc [2013-06-21],https://sse.ustc.edu.cn/_upload/article/files/1b/15/c5f7aab84441b3cbf6f180040cc8/788e19f4-f1c8-42b9-8f4e-2e0ee4cf14b9.doc,2020-03-25
2013硕士研究生新生报到须知（合肥双证）.doc [2013-06-21],https://sse.ustc.edu.cn/_upload/article/files/7c/50/1ee5d21f47a3b7a17afed98dc2fb/2494b0cc-55f0-4c2b-9882-0578168cc775.doc,2020-03-25
2013代培生报到须知.doc [2013-06-21],https://sse.ustc.edu.cn/_upload/article/files/64/64/27a1a7a74f1e9460870d924a8804/a1794473-b6ed-4a6d-9e92-0741966b2de6.doc,2020-03-25
中国科技大学本、研（硕、博）生报到入户须知（苏州双证）.doc [...,https://sse.ustc.edu.cn/_upload/article/files/b4/95/e47c4795405fa0a388937f522271/c48dcac1-d071-412d-be3b-1f6bad1f1bcb.doc,2020-03-25
中国科技大学本、研（硕、博）生报到入户须知（合肥双证）.doc [...,https://sse.ustc.edu.cn/_upload/article/files/1d/6f/298267e24a9c9cf515f31e382c84/c28d4b49-492a-4c66-948d-a84eeb7b2c60.doc,2020-03-25
2013年软件工程专业硕士（单证）自主招生报考资格审查表.doc [20...,https://sse.ustc.edu.cn/_upload/article/files/85/b8/200674d24596a7e3222e4950a735/48ba17ae-f6c5-47d9-ab23-55b0baaa1a3a.doc,2020-03-25
4：关于2012级新生暑期补课的通知.doc [2012-07-04],https://sse.ustc.edu.cn/_upload/article/files/87/36/decd97874bd8b8f6d1aa3aca5e31/75ad072a-e490-4e3f-b83a-af46924314e1.doc,2020-03-25
3：使用太平洋学子卡交费操作指南.doc [2012-07-04],https://sse.ustc.edu.cn/_upload/article/files/df/55/60d53ed6486fbd3c764d630f38be/8b96717a-7012-4371-b6cf-5b636d4a2113.doc,2020-03-25
2：研究生学费住宿费缴纳说明（苏州）.doc [2012-07-04],https://sse.ustc.edu.cn/_upload/article/files/da/c8/143a93c64b549bbbe7ab1d7fe19e/1507317d-de4c-4ac3-afeb-eda0878dad8e.doc,2020-03-25
1：2012级研究生新生报到须知（苏州单证）.doc [2012-07-04],https://sse.ustc.edu.cn/_upload/article/files/80/4e/a83e6a744aeba8e57ad50e2fc6c8/95800f37-239c-47c8-8892-16839dba8cef.doc,2020-03-25
中国科学技术大学在职软件工程专业硕士自主招生报考资格审查表.d...,https://sse.ustc.edu.cn/_upload/article/files/80/bb/f098b3784e3d918511ce00b2fa4d/df9ac291-4234-4fcf-a5df-d8b0d631786d.doc,2020-03-25
中国科学技术大学在职软件工程专业硕士自主招生报考资格审查表.d...,https://sse.ustc.edu.cn/_upload/article/files/83/0b/5be13b1f41b9941ad40d3d155aac/730e7ca1-4e85-4ed0-83bb-a49ecae0a98a.doc,2020-03-25
2012年考试大纲_834软件工程基础.pdf [2011-11-24],https://sse.ustc.edu.cn/_upload/article/files/f5/75/277a88e249e590fb6ab859791952/10f5b133-a3b1-43fa-a74b-acda7735d93a.pdf,2020-03-25
5：关于我院设立“软件项目管理试验班”并在新生中选拔生源的通...,https://sse.ustc.edu.cn/_upload/article/files/b6/3b/bb9607b24e21b3b42ef0c10d092d/9463e772-cab0-4442-b1ba-ba2bd5a12486.doc,2020-03-25
4：关于我院设立“软件项目管理试验班”并在新生中选拔生源的通...,https://sse.ustc.edu.cn/_upload/article/files/a5/29/caf2f02f4c7e82ef2b535cacb4aa/844c1c65-6ecb-46c6-add4-9b32119b88c2.doc,2020-03-25
2：学费、住宿费缴纳说明（苏州单证）.doc [2011-06-24],https://sse.ustc.edu.cn/_upload/article/files/ec/74/ccf531a64ac7be4bbc9aafaf82d7/e5cf7d06-102b-4a19-8a16-8ddd4a83f750.doc,2020-03-25
1：2011级研究生新生报到须知（苏州单证）.doc [2011-06-24],https://sse.ustc.edu.cn/_upload/article/files/26/18/e95f86b44a978196e36ccaae7dfc/315cf6a2-8dfa-4c38-a3fd-3df597ca7672.doc,2020-03-25
2：研究生学费缴纳说明（苏州双证）.doc [2011-06-23],https://sse.ustc.edu.cn/_upload/article/files/dd/0a/90554a8748f7ae8f0cff9da6f64c/85f6f69e-94d8-420e-8d4a-d911053acd03.doc,2020-03-25
4：关于2011级新生暑期补课的通知.doc [2011-06-22],https://sse.ustc.edu.cn/_upload/article/files/99/aa/00b9f64246ffa8f4d95e9590d0da/1d708ca4-c9b6-4965-8910-cd6436dd5332.doc,2020-03-25
5：附件：2011级软件项目管理实验班申请表.xls [2011-06-22],https://sse.ustc.edu.cn/_upload/article/files/20/da/51f709a7499eb22b0b97eab8cf6b/e5669b65-eebb-4fff-a625-f25edbf2fa5f.xls,2020-03-25
3：中国科技大学本、研（硕、博）生报到入户须知（苏州双证）.do...,https://sse.ustc.edu.cn/_upload/article/files/7a/84/e202be58492dbb499169dcfa6725/6be12885-6b8e-4d83-8989-f77bc07cba9a.doc,2020-03-25
